Shannon diversity	5.20311265642776	5.50463785908282	5.00488869861549	6.01903066504324	5.36690855686809	5.56181635149955	5.34889789634273	5.10956752484724
interaction evenness	0.650088632289099	0.637665555910968	0.614519859161829	0.659211802569347	0.666374944315335	0.639915722379666	0.632464454507434	0.695495761180925
Alatalo interaction evenness	0.848151907069943	0.695240146395298	0.368785360697923	0.599034987655213	0.843096007991758	0.440798480529137	0.38142920706785	0.604312523382347
H2	0.304595245201778	0.306591732044277	0.280105379804143	0.358498709953517	0.267508079168836	0.22277388660989	0.19935597247591	0.288836470052659
number.of.species.HL	22	31	21	27	22	24	17	11
number.of.species.LL	136	181	164	342	143	248	277	141
mean.number.of.shared.partners.HL	0.493506493506494	0.795698924731183	1.25714285714286	1.65242165242165	1.1991341991342	1.98550724637681	4.84558823529412	3.45454545454545
mean.number.of.shared.partners.LL	0.219607843137255	0.214610190300798	0.458701182103846	0.386050659395311	0.280015758888998	0.56800966435941	0.641291267723539	0.542249240121581
cluster.coefficient.HL	0.158955045432807	0.145627019701866	0.384212047939445	0.252964379560296	0.190082644628099	0.362475098731346	0.41119335820971	0.372418457056651
cluster.coefficient.LL	0.110679970436068	0.140216068167985	0.232861247947455	0.144470980704348	0.164576802507837	0.233252076561936	0.392527599275004	0.326072460546788
weighted.cluster.coefficient.HL	0.0938965390447152	0.13557096339484	0.109293558147819	0.165966478694167	0.135123971493716	0.235525815361105	0.278782536341512	0.183905157090564
weighted.cluster.coefficient.LL	0.669417833456153	0.656314553754068	0.651813487036884	0.866148099368301	0.769184444403891	0.855037569438422	0.957405812410281	0.907340030984461
niche.overlap.HL	0.0413378281620582	0.0911655200490614	0.185659467016087	0.0688192871586969	0.106263961976533	0.18777869751968	0.343843426041233	0.230365382494461
niche.overlap.LL	0.129365771367895	0.116851683705645	0.334673878204041	0.221186953106847	0.16077127994068	0.310170884904409	0.363183792991772	0.340794050935638
togetherness.HL	0.0161378524473763	0.0227174210382341	0.0320845857722934	0.0143894476521595	0.0284916837548417	0.0201081527168484	0.0452192343291518	0.0611342030536236
togetherness.LL	0.0433676016702977	0.0242034072604975	0.0791395216335363	0.0507667740844157	0.0410097410446613	0.0789278691973938	0.116469956457792	0.141084093211753
C.score.HL	0.8870672908413	0.761184594381255	0.622144928389826	0.754220412139389	0.737792295294048	0.602367326013467	0.377027308236518	0.570431672511681
C.score.LL	0.805054042604696	0.814984867531536	0.582857072712409	0.666687178904145	0.75496136215132	0.535438299483594	0.475678756748501	0.533145788102475
V.ratio.HL	13.0403587443946	16.0881437125748	41.2478777589134	64.6896452264206	16.0445972930996	68.4609458591911	84.0388969521045	33.0477157360406
V.ratio.LL	0.760650658404338	2.03949692941869	2.00091972145579	1.71172308582551	1.94855620970003	2.30507860984692	2.63632238547969	1.41872409443143
discrepancy.HL	150	206	111	335	152	202	173	97
discrepancy.LL	133	197	131	326	154	206	192	111
extinction.slope.HL	1.30018974886127	1.3180738704985	1.26219175113707	1.45917352709935	1.28444095288735	1.48466439590887	1.52401481008197	1.36484730274473
extinction.slope.LL	3.37433218841019	3.44162895005357	4.91461596703963	4.35839652912995	5.23574061027531	4.00872221437665	8.81676067804217	9.03024722825176
robustness.HL	0.52004435146726	0.539040428312178	0.514160195187112	0.558386537835921	0.521137220412975	0.556091859902302	0.547796566533238	0.489725523500855
robustness.LL	0.752420246284429	0.753964994400633	0.803714098600334	0.795223327654256	0.810485481470659	0.775689346194405	0.875130256232941	0.876634826956201
functional.complementarity.HL	85.3479734426438	148.196209943357	183.181504736521	228.735640025555	103.038794119152	253.41552911555	411.277152339864	118.226533809247
functional.complementarity.LL	102.936730645104	178.931310965254	193.930607232999	321.743566013181	118.415675759204	281.923235159097	460.554890543102	147.340218873157
partner.diversity.HL	2.7804792694379	2.80682999819465	3.20185939664211	3.90688731299724	2.93052192161417	3.74123198065819	3.71274934000272	3.42188441642908
partner.diversity.LL	0.625650687107884	0.924061309168921	0.805166457037016	0.858554551332915	0.845927833632891	1.06018452547269	1.09724754565165	0.846174390953939
generality.HL	19.265048736029	20.5080290176771	31.317062049365	60.4631477956122	24.0541781447711	50.9154332844769	46.5369192308033	36.5935452972995
vulnerability.LL	2.23556698670004	3.5096011831936	2.66415651491411	2.98118354562009	3.20551450687138	3.44837499997207	3.44986219108388	2.75523941609059
