hexa_id	family	diet	Argiope_bruennichi	Leucauge_blanda	Tetragnatha_caudicula	Xysticus_sp.	Oxyopes_sertatus	Neoscona_scylloides	Cyclosa_atrata	Nephila_clavata	Tetragnatha_praedonia	Clubiona_sp.	Ebrechtella_tricuspidata	Neoscona_mellotteei	Agelena_silvatica	Neriene_radiata	Parasteatoda_japonica	Thomisus_labefactus	Araneidae_sp.1	Mendoza_elongata	Linyphiidae_sp.5	Salticidae_sp.2	Araneus_abscissus
H_0046_Collembola_Homidia	Entomobryidae	detritivorous	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0050_Diptera_Diptera	Unidentified	unidentified	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0052_Diptera_Drosophila	Drosophilidae	variable	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0056_Hymenoptera_Dendrocerus.carpenteri	Megaspilidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_0060_Orthoptera_Acrida	Acrididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0065_Diptera_Chironomidae	Chironomidae	detritivorous	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
H_0066_Diptera_Chironomus	Chironomidae	detritivorous	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H_0068_Coleoptera_Chrysomelidae	Chrysomelidae	herbivorous	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0071_Hemiptera_Orius	Anthocoridae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0072_Diptera_Rivellia	Platystomatidae	variable	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0075_Hemiptera_Sitobion.avenae	Aphididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0083_Lepidoptera_Cupido.argiades	Lycaenidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_0089_Diptera_Bradysia	Sciaridae	detritivorous	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0090_Diptera_Coboldia	Scatopsidae	detritivorous	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0091_Hemiptera_Therioaphis.trifolii	Aphididae	herbivorous	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0102_Diptera_Homoneura	Lauxaniidae	detritivorous	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0105_Diptera_Sciaridae	Sciaridae	detritivorous	12	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0106_Hemiptera_Rhopalosiphum.padi	Aphididae	herbivorous	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0108_Diptera_Sarcophagidae	Sarcophagidae	detritivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0118_Orthoptera_Tettigoniidae	Tettigoniidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H_0125_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0132_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0138_Hymenoptera_Ichneumonidae	Ichneumonidae	predatory/parasitic	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0140_Orthoptera_Polionemobius	Gryllidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0141_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0150_Diptera_Gymnopternus	Dolichopodidae	variable	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0155_Hemiptera_Hemiptera	Unidentified	unidentified	3	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
H_0157_Hemiptera_Aphrophora	Aphrophoridae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0160_Orthoptera_Atractomorpha	Pyrgomorphidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0177_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0182_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0184_Diptera_Melanostoma	Syrphidae	variable	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
H_0186_Hemiptera_Aphis.spiraecola	Aphididae	herbivorous	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_0195_Diptera_Tipulidae	Tipulidae	herbivorous	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0199_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0217_Hemiptera_Creontiades	Miridae	variable	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0226_Hemiptera_Aphididae	Aphididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0227_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0229_Orthoptera_Tettigoniidae	Tettigoniidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
H_0234_Diptera_Diptera	Unidentified	unidentified	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0235_Diptera_Diptera	Unidentified	unidentified	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
H_0253_Diptera_Syrphidae	Syrphidae	variable	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
H_0255_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H_0257_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0262_Hemiptera_Hemiptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_0266_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0267_Coleoptera_Curculionidae	Curculionidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
H_0268_Hemiptera_Aphis	Aphididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0270_Diptera_Chrysotus	Dolichopodidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0277_Diptera_Bradysia	Sciaridae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0291_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0293_Diptera_Ensina.sonchi	Tephritidae	herbivorous	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0295_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0298_Diptera_Megaselia	Phoridae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0305_Hemiptera_Riptortus.pedestris	Alydidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_0307_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
H_0316_Hemiptera_Delphacidae	Delphacidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0317_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0321_Diptera_Bradysia	Sciaridae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0332_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0353_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_0355_Diptera_Diptera	Unidentified	unidentified	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0357_Hemiptera_Hemiptera	Unidentified	unidentified	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
H_0375_Diptera_Phoridae	Phoridae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0379_Hemiptera_Aphididae	Aphididae	herbivorous	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_0388_Hymenoptera_Formicidae	Formicidae	predatory/parasitic	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0389_Diptera_Mayetiola.destructor	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0392_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0396_Coleoptera_Staphylinidae	Staphylinidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0413_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H_0417_Coleoptera_Endomychidae	Endomychidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H_0425_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0431_Hemiptera_Aphididae	Aphididae	herbivorous	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0433_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0443_Diptera_Pseudolycoriella	Sciaridae	detritivorous	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0450_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
H_0455_Hemiptera_Rhopalidae	Rhopalidae	herbivorous	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0457_Hemiptera_Empoascanara	Cicadellidae	herbivorous	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0458_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0461_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0464_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0466_Hemiptera_Aphididae	Aphididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0472_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0481_Diptera_Drosophilidae	Drosophilidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0483_Coleoptera_Tychius	Curculionidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0493_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0494_Ephemeroptera_Baetis	Baetidae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0509_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0510_Diptera_Chrysotus	Dolichopodidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0530_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0532_Diptera_Sciaridae	Sciaridae	detritivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0544_Thysanoptera_Thripidae	Thripidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_0555_Hemiptera_Hemiptera	Unidentified	unidentified	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0566_Diptera_Megaselia	Phoridae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0567_Diptera_Platypalpus	Hybotidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0568_Hymenoptera_Braconidae	Braconidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0570_Diptera_Paratanytarsus	Chironomidae	detritivorous	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0573_Diptera_Drosophilidae	Drosophilidae	variable	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0593_Hemiptera_Apolygus	Miridae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_0599_Diptera_Chironomus	Chironomidae	detritivorous	6	0	0	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
H_0603_Diptera_Chironomidae	Chironomidae	detritivorous	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0607_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0612_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
H_0614_Hemiptera_Cymus	Cymidae	herbivorous	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0646_Diptera_Diptera	Unidentified	unidentified	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0657_Diptera_Megaselia	Phoridae	variable	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0663_Lepidoptera_Pyralidae	Pyralidae	herbivorous	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_0666_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0667_Diptera_Sciaridae	Sciaridae	detritivorous	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0677_Diptera_Diptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H_0679_Diptera_Chaetosciara	Sciaridae	detritivorous	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
H_0697_Hemiptera_Anoecia	Anoeciidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0707_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0711_Coleoptera_Carabidae	Carabidae	predatory/parasitic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0712_Diptera_Lestodiplosis	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H_0721_Hemiptera_Aphididae	Aphididae	herbivorous	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0723_Orthoptera_Gryllidae	Gryllidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0724_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0731_Diptera_Mycetophilidae	Mycetophilidae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0774_Orthoptera_Oxya	Acrididae	herbivorous	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0775_Hymenoptera_Hymenoptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0783_Hemiptera_Tuberculatus	Aphididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0794_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0799_Hemiptera_Aphididae	Aphididae	herbivorous	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0874_Hemiptera_Hemiptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0875_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0894_Orthoptera_Acrida	Acrididae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0895_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0896_Hymenoptera_Formicidae	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0935_Orthoptera_Acrididae	Acrididae	herbivorous	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0936_Hemiptera_Corythucha.marmorata	Tingidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
H_0956_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0958_Collembola_Hypogastruridae	Hypogastruridae	detritivorous	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_0960_Hemiptera_Aphididae	Aphididae	herbivorous	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H_0986_Diptera_Chironomidae	Chironomidae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1015_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1016_Hemiptera_Kolla	Cicadellidae	herbivorous	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1026_Diptera_Sciaridae	Sciaridae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1028_Hemiptera_Hemiptera	Unidentified	unidentified	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1054_Diptera_Phoridae	Phoridae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1081_Coleoptera_Chrysomelidae	Chrysomelidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_1102_Lepidoptera_Lycaenidae	Lycaenidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H_1151_Hemiptera_Hemiptera	Unidentified	unidentified	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_1178_Diptera_Diptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_1194_Orthoptera_Conocephalus.maculatus	Tettigoniidae	variable	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
H_1196_Hemiptera_Acyrthosiphon.pisum	Aphididae	herbivorous	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
